hsa-mir-210,growth hormone-secreting pituitary adenoma
hsa-mir-376a-2,idiopathic scoliosis
hsa-mir-130b,chorioamnionitis
hsa-mir-4728,"carcinoma, renal cell, chromophobe"
hsa-mir-587,neurofibromatosis type 2
hsa-mir-212,intracranial aneurysm
hsa-mir-4721,intracranial aneurysm
hsa-mir-548b,mitral valve disease
hsa-mir-762,"diabetes, gestational"
hsa-mir-224,gout
hsa-mir-548t,testicular neoplasms
hsa-mir-107,graves ophthalmopathy
hsa-mir-550a-3,fibrosarcoma
hsa-mir-3149,multiple myeloma
hsa-mir-548ac,cutaneous melanoma
hsa-mir-508,"neuralgia, postherpetic"
hsa-let-7e,"lymphoma, mantle-cell"
hsa-mir-128-2,endocardial cushion defects
hsa-mir-5193,esophagitis
hsa-mir-381,uterine corpus serous adenocarcinoma
hsa-mir-302f,"carcinoma, gingival"
hsa-mir-504,leiomyosarcoma
hsa-mir-505,"carcinoma, endometrioid"
hsa-mir-767,arteriosclerosis obliterans
hsa-mir-511,uterine corpus endometrial carcinoma
hsa-mir-135a-1,autism spectrum disorder
hsa-mir-216a,melanosis
hsa-mir-4664,vasculitis
hsa-mir-15b,angiomyolipoma
hsa-mir-431,cholangiocarcinoma
hsa-mir-1288,sertoli cell-only syndrome
hsa-mir-1322,"cicatrix, hypertrophic"
hsa-mir-183,"influenza, human"
hsa-mir-5692b,foot-and-mouth disease
hsa-mir-367,breast adenocarcinoma
hsa-mir-4466,"shock, hemorrhagic"
hsa-mir-135b,"carcinoma, ovarian, serous"
hsa-mir-325,stroke
hsa-mir-412,"carcinoma, renal cell, chromophobe"
hsa-mir-548l,"supranuclear palsy, progressive"
hsa-mir-484,"hepatitis c, chronic"
hsa-mir-620,cholangiocarcinoma
hsa-mir-3663,seminoma
hsa-mir-3928,familial mediterranean fever
hsa-mir-6880,hemangiosarcoma
hsa-mir-6782,multiple sulfatase deficiency disease
hsa-mir-1247,holt-oram syndrome
hsa-mir-1233-1,neuroblastoma
hsa-mir-654,"adenocarcinoma, colon"
hsa-mir-3908,"muscular dystrophy, facioscapulohumeral"
hsa-mir-4736,angiomyolipoma
hsa-mir-625,heart diseases
hsa-mir-1252,vulvar squamous tumor
hsa-mir-521-1,obesity
hsa-mir-340,"leukemia, t-cell"
hsa-mir-7515,coloboma
hsa-mir-525,lymphedema
hsa-mir-520d,"hepatitis, alcoholic"
hsa-mir-124-2,myasthenia gravis
hsa-mir-550b-1,"squamous cell carcinoma, esophageal"
hsa-mir-5590,lupus nephritis
hsa-mir-4639,capsule opacification
hsa-mir-670,leishmaniasis
hsa-let-7f-2,diarrhea
hsa-mir-1255a,intraductal papillary mucinous neoplasms
hsa-mir-194-1,coronavirus infections
hsa-mir-103a-2,crohn disease
hsa-mir-3189,balkan nephropathy
hsa-mir-4290,toxoplasmosis
hsa-mir-1238,"squamous cell carcinoma, laryngeal or hypopharyngeal"
hsa-mir-4478,hyperlipidemias
hsa-mir-376b,myasthenia gravis
hsa-mir-598,gout
hsa-mir-551a,hepatitis b
hsa-mir-8084,"squamous cell carcinoma, maxillary sinus"
hsa-mir-527,renal fibrosis
hsa-mir-577,intellectual disability
hsa-mir-1226,"lung diseases, interstitial"
hsa-mir-6075,nevus
hsa-mir-603,"adenocarcinoma, esophageal"
hsa-mir-506,machado-joseph disease
hsa-mir-4656,"osteoarthritis, knee"
hsa-mir-329-1,enterovirus infections
hsa-mir-511,fibromyalgia
hsa-mir-3201,intermittent claudication
hsa-mir-1260a,"squamous cell carcinoma, maxillary sinus"
hsa-mir-651,myasthenia gravis
hsa-mir-432,uterine cervicitis
hsa-mir-942,respiratory system disease
hsa-mir-7152,melanoma
hsa-mir-2110,supraglottitis
hsa-mir-2682,prolactinoma
hsa-mir-518d,varicocele
hsa-mir-194-1,pediatric obesity
hsa-mir-4507,"lymphoma, large b-cell, diffuse"
hsa-mir-92a-2,hypertension
hsa-mir-522,epstein-barr virus infections
hsa-mir-377,kaposi varicelliform eruption
hsa-mir-4262,"lipid metabolism, inborn errors"
hsa-mir-28,"neuralgia, postherpetic"
hsa-mir-199a-1,coloboma
hsa-mir-623,graft vs host disease
hsa-mir-1269a,chagas disease
hsa-mir-1302-6,"lipid metabolism, inborn errors"
hsa-mir-378f,capsule opacification
hsa-mir-423,digeorge syndrome
hsa-mir-298,chlamydia infections
hsa-mir-3179-3,spondylarthritis
hsa-mir-548a-1,complex regional pain syndromes
hsa-mir-1302-5,encephalomyelitis
hsa-mir-891a,head and neck adenoid cystic carcinoma
hsa-mir-663a,hantavirus infections
hsa-mir-892b,hematologic neoplasms
hsa-mir-518f,"adenocarcinoma, gastric-esophageal junction"
hsa-mir-372,"rhinitis, vasomotor"
hsa-mir-648,legg-calve-perthes disease
hsa-mir-30c-2,keloid
hsa-mir-196a-1,inflammation
hsa-mir-3620,choriocarcinoma
hsa-mir-4490,mitral valve disease
hsa-mir-146b,"squamous cell carcinoma, tongue"
hsa-mir-147a,diabetic cataract
hsa-mir-4284,"muscular dystrophy, duchenne"
hsa-mir-621,proliferative glomerulonephritis
hsa-mir-199b,heart failure
hsa-mir-550a-2,gliosis
hsa-mir-522,keloid
hsa-mir-302a,cryptosporidiosis
hsa-mir-4284,cerebral cavernous malformations
hsa-mir-518e,diabetic neuropathies
hsa-mir-190a,cystic fibrosis
hsa-mir-4511,mandibular prognathism
hsa-mir-221,carcinosarcoma
hsa-mir-675,machado-joseph disease
hsa-mir-3976,mucocutaneous lymph node syndrome
hsa-mir-940,gastrointestinal stromal tumors
hsa-mir-7702,salivary gland neoplasms
hsa-mir-140,"carcinoma, ovarian"
hsa-mir-4530,"hypoxia-ischemia, brain"
hsa-mir-589,idiopathic scoliosis
hsa-mir-627,"tuberculosis, pulmonary"
hsa-mir-489,fabry disease
hsa-mir-215,thrombosis
hsa-mir-4531,adenosquamous pancreas carcinoma
hsa-mir-1293,primary myelofibrosis
hsa-mir-7152,prion diseases
hsa-mir-29c,"adenocarcinoma, colon"
hsa-mir-4290,gout
hsa-mir-519d,wilms tumor
hsa-mir-137,adenoviridae infections
hsa-mir-657,pregnancy complications
hsa-mir-5010,cutaneous melanoma
hsa-mir-1256,"lymphoma, non-hodgkin"
hsa-mir-422a,urinary bladder neck obstruction
hsa-mir-550a-2,"carcinoma, ovarian, clear cell"
hsa-mir-5004,osteosarcoma
hsa-mir-5584,oligodendroglioma
hsa-mir-6831,testicular neoplasms
hsa-mir-630,anemia
hsa-mir-6075,non-syndromic orofacial clefts
hsa-mir-106b,oligodendroglioma
hsa-mir-1285-1,retinoblastoma
hsa-mir-518d,coronary artery disease
hsa-mir-937,retinal neovascularization
hsa-mir-181d,"leukemia, megakaryoblastic, acute"
hsa-mir-34c,hemoglobinopathies
hsa-mir-4764,sertoli cell-only syndrome
hsa-mir-3179-2,inherited hemoglobin disease
hsa-mir-4478,pancreatic diseases
hsa-mir-129-1,"obstetric labor, premature"
hsa-mir-6068,"adenocarcinoma, esophageal"
hsa-mir-181a-2,fever
hsa-mir-26a-1,"muscular dystrophy, duchenne"
hsa-mir-657,"lymphoma, t-cell"
hsa-mir-590,becker muscular dystrophy
hsa-mir-514a-1,uterine leiomyosarcoma
hsa-mir-4666a,cryptosporidiosis
hsa-mir-1297,biliary atresia
hsa-mir-1225,musculoskeletal abnormalities
hsa-mir-5193,"ectodermal dysplasia 1, anhidrotic"
hsa-mir-129-1,pemphigus
hsa-mir-562,inferior wall myocardial infarction
hsa-mir-181c,cognitive dysfunction
hsa-mir-196b,chronic alcohol-induced alveolar macrophage dysfunction
hsa-mir-1976,salmonella infections
hsa-mir-216a,uterine corpus myxoid leiomyosarcoma
hsa-mir-30a,mental disorders
hsa-mir-933,huntington disease
hsa-mir-24-2,haemophilus infections
hsa-mir-376a-1,musculoskeletal abnormalities
hsa-mir-4508,wound healing
hsa-mir-369,"muscular atrophy, spinal"
hsa-mir-523,autism spectrum disorder
hsa-mir-429,cardiomyopathies
hsa-mir-3667,legg-calve-perthes disease
hsa-mir-186,diabetic cardiomyopathies
hsa-mir-4756,subarachnoid hemorrhage
hsa-mir-7-1,chronic alcohol-induced alveolar macrophage dysfunction
hsa-mir-4756,creutzfeldt-jakob syndrome
hsa-mir-4661,sarcomatoid mesothelioma
hsa-mir-7-3,periodontal diseases
hsa-mir-193a,chorioamnionitis
hsa-mir-665,gestational trophoblastic disease
hsa-mir-1252,cholestasis
hsa-mir-4480,graves disease
hsa-mir-125b-1,liver diseases
hsa-mir-1295b,tongue neoplasms
hsa-mir-2278,pain
hsa-mir-1285-1,"carcinoma, ehrlich tumor"
hsa-mir-7-3,cocaine-related disorders
hsa-mir-302a,neuroblastoma
hsa-mir-761,uterine corpus endometrial carcinoma
hsa-mir-3176,"adenocarcinoma, cervical"
hsa-mir-4454,tibial meniscus injuries
hsa-mir-4644,vascular myelopathy
hsa-mir-143,chlamydia infections
hsa-mir-380,"leukemia, lymphoid"
hsa-mir-4739,"carcinoma, renal cell"
hsa-mir-3613,legg-calve-perthes disease
hsa-mir-433,arbovirus infections
hsa-mir-568,sebaceous carcinoma
hsa-mir-7161,"rhabdomyosarcoma, alveolar"
hsa-mir-378c,"stress disorders, post-traumatic"
hsa-mir-3677,coronary artery disease
hsa-mir-101-1,testicular neoplasms
hsa-mir-153-1,respiratory syncytial virus infections
hsa-mir-196a-2,kidney osteogenic sarcoma
hsa-mir-4294,pediatric ependymoma
hsa-mir-4775,anxiety
hsa-mir-552,myotonic dystrophy
hsa-mir-3179-1,diabetic encephalopathy
hsa-mir-423,fever
hsa-mir-4268,"carcinoma, thyroid, follicular"
hsa-mir-4648,"carcinoma, signet ring cell"
hsa-mir-6729,vitiligo
hsa-mir-34c,graft rejection
hsa-mir-4639,"hernia, diaphragmatic"
hsa-mir-620,"supranuclear palsy, progressive"
hsa-mir-4633,oropharyngeal neoplasms
hsa-mir-1178,parathyroid neoplasms
hsa-mir-4516,peritoneal fibrosis
hsa-mir-1299,multiple sulfatase deficiency disease
hsa-mir-4295,cholesteatoma
hsa-mir-1322,fibromyalgia
hsa-mir-3065,prediabetic state
hsa-mir-133b,familial mediterranean fever
hsa-mir-508,nasopharyngeal neoplasms
hsa-mir-585,inherited hemoglobin disease
hsa-mir-520d,"mastocytosis, systemic"
hsa-mir-1182,bronchiolitis obliterans
hsa-mir-581,cholangiocarcinoma
hsa-mir-24-2,epstein-barr virus infections
hsa-mir-548j,"carcinoma, thyroid, follicular"
hsa-mir-4736,familial primary pulmonary hypertension
hsa-mir-1302-8,"pulmonary disease, chronic obstructive"
hsa-mir-4634,"leukoplakia, oral"
hsa-mir-1225,"hemorrhagic fever, ebola"
hsa-mir-1256,idiopathic asthenospermia
hsa-mir-610,burns
hsa-mir-4496,keloid
hsa-mir-4782,"carcinoma, ovarian"
hsa-mir-5193,odontogenic tumors
hsa-mir-6133,long qt syndrome
hsa-mir-187,immunologic deficiency syndromes
hsa-mir-1229,"dermatitis, atopic"
hsa-mir-4282,listeriosis
hsa-mir-142,muscular diseases
hsa-mir-550b-1,machado-joseph disease
hsa-mir-6886,immunologic deficiency syndromes
hsa-mir-3682,granulosa cell tumor
hsa-mir-523,liver failure
hsa-mir-1268a,prion diseases
hsa-mir-31,"adenocarcinoma, sebaceous"
hsa-mir-4731,"thyroid carcinoma, anaplastic"
hsa-mir-4746,"carcinoma, transitional cell"
hsa-mir-1284,chorioamnionitis
hsa-mir-215,nephrotic syndrome
hsa-mir-495,"hand, foot and mouth disease"
hsa-mir-489,perlman syndrome
hsa-mir-1226,down syndrome
hsa-mir-4672,"helplessness, learned"
hsa-mir-1260a,reproductive system disease
hsa-mir-154,machado-joseph disease
hsa-mir-647,"carcinoma, merkel cell"
hsa-mir-455,frailty
hsa-mir-550a-1,gastrointestinal stromal tumors
hsa-mir-3646,"carcinoma, thyroid, papillary"
hsa-mir-30d,"squamous cell carcinoma, skin or unspecific"
hsa-mir-599,early-stage cervical squamous cell carcinoma
hsa-mir-521-1,malt lymphoma
hsa-mir-15a,"neuralgia, postherpetic"
hsa-mir-637,brain neoplasms
hsa-mir-3663,lymphoma
hsa-mir-302c,"hypertension, pulmonary"
hsa-mir-194-2,fibrosarcoma
hsa-mir-5584,gout
hsa-mir-3131,ileus
hsa-mir-302a,ovarian diseases
hsa-mir-4466,early-stage colon carcinoma
hsa-mir-3682,neurotoxicity syndromes
hsa-mir-548q,"adenocarcinoma, lung"
hsa-mir-3610,infectious bursal disease virus
hsa-mir-516a-1,"spondylitis, ankylosing"
hsa-mir-659,diarrhea
hsa-mir-4326,"carcinoma, endometrioid"
hsa-mir-4455,"stress disorders, post-traumatic"
hsa-mir-1202,pancreatic serous cystic neoplasm
hsa-mir-510,"carcinoma, pancreatic"
hsa-mir-328,"abortion, spontaneous"
hsa-mir-526a-2,brain diseases
hsa-mir-602,nephrosclerosis
hsa-mir-651,non specific chronic endometritis
hsa-mir-95,"lymphoma, t-cell"
hsa-let-7b,biliary atresia
hsa-mir-620,mucocutaneous lymph node syndrome
hsa-mir-103b-2,paratuberculosis
hsa-mir-620,autistic disorder
hsa-mir-193b,precursor t-cell lymphoblastic leukemia-lymphoma
hsa-mir-128-2,dental enamel hypoplasia
hsa-mir-526a-1,laryngeal neoplasms
hsa-mir-631,"carcinoma, urothelial"
hsa-mir-636,"lymphohistiocytosis, hemophagocytic"
hsa-mir-300,acquired immunodeficiency syndrome
hsa-mir-106a,neurodegenerative diseases
hsa-mir-301b,neuroinflammation
hsa-mir-574,sjogren's syndrome
hsa-mir-525,"pulmonary disease, chronic obstructive"
hsa-mir-3120,neuropsychiatric disorders [unspecific]
hsa-mir-365a,kidney osteogenic sarcoma
hsa-mir-127,cardiac fibrosis
hsa-mir-6780b,"cardiomyopathy, hypertrophic"
hsa-mir-181a-1,"pancreatitis, acute necrotizing"
hsa-mir-6880,liver diseases
hsa-mir-190a,idiopathic scoliosis
hsa-mir-4469,"adenocarcinoma, esophageal"
hsa-mir-1248,myxoma
hsa-mir-1256,early-stage gastric carcinoma
hsa-mir-1180,"meningitis, pneumococcal"
hsa-mir-380,"lymphoma, large b-cell, diffuse"
hsa-mir-2116,reperfusion injury
hsa-mir-381,migraine disorders
hsa-mir-4290,cocaine-related disorders
hsa-mir-3179-3,intervertebral disc degeneration
hsa-mir-4639,"rhinitis, allergic, perennial"
hsa-mir-6734,"adenocarcinoma, gastric-esophageal junction"
hsa-mir-208b,periodontitis
hsa-mir-548t,burkitt lymphoma
hsa-mir-532,silicosis
hsa-mir-920,lupus vulgaris
hsa-mir-885,severe acute respiratory syndrome
hsa-mir-302d,diabetic retinopathy
hsa-mir-3610,chronic pain
hsa-mir-608,celiac disease
hsa-mir-3662,liver cirrhosis
hsa-mir-3179-1,barrett esophagus
hsa-mir-490,"lipid metabolism, inborn errors"
hsa-mir-4500,lesch-nyhan syndrome
hsa-mir-1915,immune system diseases
hsa-mir-212,antiphospholipid syndrome
hsa-mir-145,"rhinitis, allergic, perennial"
hsa-mir-542,cocaine-related disorders
hsa-mir-1297,pediatric glioma
hsa-mir-4697,lung neoplasms
hsa-mir-4476,eclampsia
hsa-mir-145,hearing disorders
hsa-mir-572,"leukemia, promyelocytic, acute"
hsa-mir-892b,mesothelioma
hsa-mir-103b-2,arbovirus infections
hsa-mir-623,neuroma
hsa-mir-325,"carcinoma, embryonal"
hsa-mir-5003,"leukoplakia, oral"
hsa-mir-601,"kidney failure, chronic"
hsa-let-7a-2,giant cell tumor of bone
hsa-mir-1302-6,liver transplant rejection
hsa-mir-935,moyamoya disease
hsa-mir-513a-1,otitis media
hsa-mir-921,epstein-barr virus infections
hsa-mir-198,"leukemia-lymphoma, adult t-cell"
hsa-mir-4429,diabetic foot
hsa-mir-451a,"leukemia, b-cell"
hsa-mir-4648,arteriovenous malformations
hsa-mir-1843,stomach neoplasms
hsa-mir-1285-1,"solitary fibrous tumor, pleural"
hsa-mir-518d,glioblastoma
hsa-mir-3620,pregnancy complications
hsa-mir-5000,asthenozoospermia
hsa-mir-103b-1,polycystic ovary syndrome
hsa-mir-4534,arteriovenous malformations
hsa-mir-499b,lung injury
hsa-let-7c,colorectal adenoma
hsa-mir-106b,peripheral nerve injuries
hsa-mir-128-2,nervous system diseases
hsa-mir-4436b-2,"leukemia, lymphoblastic, acute, t-cell"
hsa-mir-513a-2,polycythemia vera
hsa-mir-3189,chagas disease
hsa-mir-891a,polycystic kidney diseases
hsa-mir-128-1,focal epithelial hyperplasia
hsa-mir-573,"diabetes mellitus, type 2"
hsa-mir-4488,"arthritis, juvenile"
hsa-mir-5699,prader-willi syndrome
hsa-mir-5189,"hepatitis, alcoholic"
hsa-mir-635,polycythemia vera
hsa-mir-3620,"squamous cell carcinoma, oral"
hsa-mir-4319,familial mediterranean fever
hsa-mir-93,reproductive system disease
hsa-mir-134,hypoxia
hsa-mir-5584,"leukemia, myeloid, acute"
hsa-mir-4772,"carcinoma, ovarian"
hsa-mir-548j,brain neoplasms
hsa-mir-513c,lymphoproliferative disorders
hsa-mir-1225,gestational trophoblastic disease
hsa-mir-449b,"carcinoma, oral"
hsa-mir-4448,"ectodermal dysplasia 1, anhidrotic"
hsa-mir-34c,"hamartoma syndrome, multiple"
hsa-mir-514a-3,peripheral vascular diseases
hsa-mir-572,schistosomiasis japonica
hsa-mir-1247,lupus vulgaris
hsa-mir-373,embryonal testis carcinoma
hsa-mir-27b,fabry disease
hsa-mir-4513,chorioamnionitis
hsa-mir-3179-3,moyamoya disease
hsa-mir-1269b,"fibromatosis, aggressive"
hsa-mir-34a,focal epithelial hyperplasia
hsa-mir-373,retinitis pigmentosa
hsa-mir-647,nephrotic syndrome
hsa-mir-6852,gastrointestinal neoplasms
hsa-mir-107,inflammation
hsa-mir-3662,"squamous cell carcinoma, lung"
hsa-mir-450a-2,"rhinitis, allergic, perennial"
hsa-mir-4661,multiple sclerosis
hsa-mir-448,lupus nephritis
hsa-mir-199b,multiple endocrine neoplasia type 1
hsa-mir-544a,uterine corpus endometrial carcinoma
hsa-mir-192,attention deficit disorder with hyperactivity
hsa-mir-4721,"adenocarcinoma, cervical"
hsa-mir-552,primary myelofibrosis
hsa-mir-4649,"chromosome 22q11.2 deletion syndrome, distal"
hsa-mir-320e,"carcinoma, ovarian, clear cell"
hsa-mir-1264,tetralogy of fallot
hsa-mir-4284,inherited hemoglobin disease
hsa-mir-611,seminoma
hsa-mir-483,gerstmann-straussler-scheinker disease
hsa-mir-590,"niemann-pick disease, type c"
hsa-mir-502,osteoarthritis
hsa-mir-135b,hemoglobinopathies
hsa-mir-4271,digestive system neoplasms
hsa-mir-617,"dermatitis, atopic"
hsa-mir-1236,acute cerebral ischemia
hsa-mir-519d,sertoli cell-only syndrome
hsa-mir-4649,"spondylitis, ankylosing"
hsa-mir-662,non-neoplastic diseases
hsa-mir-3686,bipolar disorder
hsa-mir-375,colorectal adenocarcinoma
hsa-mir-671,"spondylitis, ankylosing"
hsa-mir-495,"abortion, spontaneous"
hsa-mir-96,sezary syndrome
hsa-mir-28,atrial fibrillation
hsa-mir-3135b,cerebellar neoplasms
hsa-mir-484,chronic pain
hsa-mir-105-2,esophageal neoplasms
hsa-mir-758,encephalomyelitis
hsa-mir-211,"lymphoma, large b-cell, diffuse"
hsa-mir-635,alcoholism
hsa-mir-941-4,"neuralgia, postherpetic"
hsa-mir-503,cerebral cavernous malformations
hsa-mir-3663,"muscular dystrophy, duchenne"
hsa-mir-1179,becker muscular dystrophy
hsa-mir-1269b,muscular atrophy
hsa-mir-340,leprosy
hsa-mir-518b,myocardial ischemia
hsa-mir-484,prediabetic state
hsa-mir-6133,early-stage colon carcinoma
hsa-mir-3667,cardiac fibrosis
hsa-mir-103b-1,bronchopulmonary dysplasia
hsa-mir-7109,dengue shock syndrome
hsa-mir-329-1,"neoplasms, germ cell and embryonal"
hsa-mir-1248,primary ovarian insufficiency
hsa-mir-4294,"lung diseases, interstitial"
hsa-mir-3201,"cardiomyopathy, ischemic"
hsa-mir-1972-1,"carcinoma, periampullary"
hsa-mir-302b,adrenal cortex neoplasms
hsa-mir-671,evans syndrome
hsa-mir-134,supraglottitis
hsa-mir-5010,"squamous cell carcinoma, laryngeal or hypopharyngeal"
hsa-mir-668,"tuberculosis, pulmonary"
hsa-mir-562,uveitis
hsa-mir-297,"lymphoma, extranodal nk-t-cell"
hsa-mir-7107,"lichen planus, oral"
hsa-mir-1185-1,"neoplasms, germ cell and embryonal"
hsa-mir-6088,diarrhea
hsa-mir-4756,perlman syndrome
hsa-mir-3146,sjogren's syndrome
hsa-mir-513a-1,childhood leukemia
hsa-mir-4449,"hepatitis, alcoholic"
hsa-mir-892a,urinary system cancer
hsa-mir-548j,asthenozoospermia
hsa-mir-3170,rapidly progressive glomerulonephritis
hsa-mir-199a-1,pancreatic adenocarcinoma
hsa-mir-4672,selective ige deficiency disease
hsa-mir-15a,antiphospholipid syndrome
hsa-mir-6775,depressive disorder
hsa-mir-381,uterine cervicitis
hsa-mir-7515,silicosis
hsa-mir-4268,polycythemia vera
hsa-mir-1915,congenital deafness
hsa-mir-499a,"hypertension, pulmonary"
hsa-mir-340,rheumatic heart disease
hsa-let-7g,"lung diseases, interstitial"
hsa-mir-4436b-1,ocular motility disorders
hsa-mir-3613,"thyroiditis, autoimmune"
hsa-mir-191,rhabdomyosarcoma
hsa-mir-1302-2,vascular diseases
hsa-mir-3658,"sarcoma, synovial"
hsa-mir-1908,precursor cell lymphoblastic leukemia-lymphoma
hsa-mir-523,parathyroid neoplasms
hsa-mir-515-1,"fatty liver, alcoholic"
hsa-mir-4447,"osteoarthritis, knee"
hsa-mir-514b,"lupus erythematosus, systemic"
hsa-mir-4436b-2,psychotic disorders
hsa-mir-5193,uterine cervicitis
hsa-let-7b,pediatric glioma
hsa-mir-761,pten hamartoma tumor tyndrome
hsa-mir-1204,"lichen planus, oral"
hsa-mir-4695,uterine corpus endometrial carcinoma
hsa-mir-552,multiple endocrine neoplasia type 1
hsa-mir-520a,"diabetes mellitus, type 1"
hsa-mir-758,early-stage colon carcinoma
hsa-mir-3117,"adenocarcinoma, gastric-esophageal junction"
hsa-mir-550b-2,nasal cavity inverting papilloma
hsa-mir-1281,rectal neoplasms
hsa-mir-6126,dengue
hsa-mir-519a-2,borna disease
hsa-mir-4687,colitis
hsa-mir-507,"lymphoma, t-cell, cutaneous"
hsa-mir-518e,"carcinoma, squamous cell"
hsa-mir-638,autistic disorder
hsa-mir-550a-1,tetralogy of fallot
hsa-mir-638,endomyocardial fibrosis
hsa-mir-718,"leukemia, myeloid, chronic-phase"
hsa-mir-1233-2,colon adenoma
hsa-mir-10b,mandibular prognathism
hsa-mir-5582,"carcinoma, thyroid, follicular"
hsa-mir-4423,autoimmune diseases
hsa-mir-1302-6,uveitis
hsa-mir-921,uterine cervical neoplasms
hsa-mir-5193,retinitis pigmentosa
hsa-mir-1269b,primary myelofibrosis
hsa-mir-150,"leukemia, t-cell"
hsa-mir-4489,li-fraumeni syndrome
hsa-mir-629,osteoporosis
hsa-mir-548l,vascular system injuries
